# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.610318128499916800e+16 1.133850965049344000e+16 8.105404798543299871e+20 7.504777603920691200e+16 2.684135516667904000e+16 1.196549327133081600e+16 8.384657530312825242e+20 7.846324570213580800e+16
1.000000000000000000e+03 1.787324870426624000e+16 1.121600510361600000e+14 2.426773279379753533e+20 1.315462046547968000e+15 1.837862247360102400e+16 1.226857995304960000e+14 2.512674340537892864e+20 1.444158459871232000e+15
2.000000000000000000e+03 7.984764573188096000e+15 1.399844870553600000e+13 8.840458756193412710e+19 4.076422918307840000e+14 8.204320617005056000e+15 1.532537130188800000e+13 9.160508119243659674e+19 4.462537793863680000e+14
3.000000000000000000e+03 1.998913615691776000e+15 1.258655580160000000e+12 2.765519793679866266e+19 8.332658501222400000e+13 2.050559121031168000e+15 1.354274832384000000e+12 2.868779108788495974e+19 9.160796982476800000e+13
4.000000000000000000e+03 2.512546011545600000e+13 4.093244538880000000e+11 1.412162432058523648e+18 3.298293710848000000e+12 2.538917068800000000e+13 4.044844236800000000e+11 1.475360848594599936e+18 3.381022949376000000e+12
5.000000000000000000e+03 1.744187686912000000e+12 1.119676088320000000e+11 1.138039739278950400e+16 1.347386290995200000e+13 1.734102351872000000e+12 1.095581532160000000e+11 1.532349090313011200e+16 1.420703249203200000e+13
6.000000000000000000e+03 1.663909756928000000e+12 1.135468380160000000e+11 7.335697304256512000e+15 1.369598066688000000e+13 1.653620473856000000e+12 1.110703472640000000e+11 9.646525537845248000e+15 1.450412657868800000e+13
7.000000000000000000e+03 1.614473461760000000e+12 1.136871669760000000e+11 5.327671781228544000e+15 1.424531390464000000e+13 1.604064903168000000e+12 1.111561338880000000e+11 6.881913071468544000e+15 1.514849016217600000e+13
8.000000000000000000e+03 1.575546650624000000e+12 1.159821557760000000e+11 4.032869869551616000e+15 1.432508327526400000e+13 1.565146480640000000e+12 1.133826457600000000e+11 5.129680231333888000e+15 1.530625156710400000e+13
9.000000000000000000e+03 1.542157762560000000e+12 1.160974336000000000e+11 3.115562028761088000e+15 1.501377121484800000e+13 1.531795996672000000e+12 1.134390394880000000e+11 3.916236274532352000e+15 1.612316986572800000e+13
1.000000000000000000e+04 1.511998226432000000e+12 1.149255761920000000e+11 2.431283275759616000e+15 1.618496874086400000e+13 1.501641441280000000e+12 1.122264678400000000e+11 3.028514047524864000e+15 1.747714886860800000e+13
1.100000000000000000e+04 1.484371263488000000e+12 1.134005780480000000e+11 1.907548387016704000e+15 1.764277144780800000e+13 1.473985773568000000e+12 1.106791792640000000e+11 2.359218019500032000e+15 1.917068089753600000e+13
1.200000000000000000e+04 1.458802655232000000e+12 1.115502510080000000e+11 1.502810264829952000e+15 1.933704377139200000e+13 1.448416116736000000e+12 1.088253214720000000e+11 1.847511857758208000e+15 2.115218964480000000e+13
1.300000000000000000e+04 1.434804027392000000e+12 1.089876951040000000e+11 1.187223449894912000e+15 2.123607572480000000e+13 1.424429940736000000e+12 1.062969344000000000e+11 1.452318629298176000e+15 2.338525387161600000e+13
1.400000000000000000e+04 1.412171169792000000e+12 1.058294824960000000e+11 9.398702435205120000e+14 2.282873683968000000e+13 1.401821986816000000e+12 1.032175534080000000e+11 1.144754679054336000e+15 2.529573837209600000e+13
1.500000000000000000e+04 1.390814035968000000e+12 1.020280176640000000e+11 7.451901134110720000e+14 2.327209154969600000e+13 1.380512432128000000e+12 9.952766361600000000e+10 9.039332455219200000e+14 2.592193957068800000e+13
1.600000000000000000e+04 1.370972618752000000e+12 9.673277440000000000e+10 5.912192939458560000e+14 2.204034819686400000e+13 1.360743497728000000e+12 9.438144102400000000e+10 7.142789653463040000e+14 2.464388061593600000e+13
1.700000000000000000e+04 1.353302671360000000e+12 8.853150105600000000e+10 4.684760743936000000e+14 1.937759639961600000e+13 1.343160844288000000e+12 8.639935283200000000e+10 5.638641103667200000e+14 2.172731470643200000e+13
1.800000000000000000e+04 1.339037057024000000e+12 7.581890969600000000e+10 3.699418071040000000e+14 1.611973682790400000e+13 1.328989995008000000e+12 7.403259494400000000e+10 4.437681341726720000e+14 1.812743795507200000e+13
1.900000000000000000e+04 1.330179473408000000e+12 5.807707340800000000e+10 2.904028715417600000e+14 1.287466149478400000e+13 1.320217477120000000e+12 5.682564710400000000e+10 3.472891429519360000e+14 1.454737824153600000e+13
2.000000000000000000e+04 1.329492262912000000e+12 3.700804812800000000e+10 2.257366024192000000e+14 1.001944671846400000e+13 1.319605895168000000e+12 3.655777894400000000e+10 2.693056901939200000e+14 1.141434010828800000e+13
